avg_travel_time,route,intersection_id,tollgate_id,time_window,start_time,date,time,hour,minute,weekday,timemap,pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min,last_40min,last_60min,last_80min,last_100min,last_120min,wind_direction2,wind_speed2,precipitation2,SSD,SSD_level,is_workday,datemap,A-2,A-3,B-1,B-3,C-1,C-3,hour__0,hour__1,hour__2,hour__3,hour__4,hour__5,hour__6,hour__7,hour__8,hour__9,hour__10,hour__11,hour__12,hour__13,hour__14,hour__15,hour__16,hour__17,hour__18,hour__19,hour__20,hour__21,hour__22,hour__23,minute__0,minute__20,minute__40,weekday__0,weekday__1,weekday__2,weekday__3,weekday__4,weekday__5,weekday__6,workday__1,workday__2,workday__3
47.32,A-2,A,2,"[2016-09-20 04:40:00,2016-09-20 05:00:00)",2016-09-20 04:40:00,2016-09-20,04:40:00,4,40,1,15,1013.5,354.0,2.6,23.9,58.0,0.0,60.94,43.53,75.46,46.01,44.1,76.29,8,2,0,70.87979294407583,0,1,64,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
46.97,A-2,A,2,"[2016-09-20 05:20:00,2016-09-20 05:40:00)",2016-09-20 05:20:00,2016-09-20,05:20:00,5,20,1,17,1013.5,354.0,2.6,23.9,58.0,0.0,116.36,47.32,60.94,43.53,75.46,46.01,8,2,0,70.87979294407583,0,1,64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
48.02,A-2,A,2,"[2016-09-20 05:40:00,2016-09-20 06:00:00)",2016-09-20 05:40:00,2016-09-20,05:40:00,5,40,1,18,1013.5,354.0,2.6,23.9,58.0,0.0,46.97,45.39,47.32,60.94,43.53,75.46,8,2,0,70.87979294407583,0,1,64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
93.19,A-2,A,2,"[2016-09-20 06:20:00,2016-09-20 06:40:00)",2016-09-20 06:20:00,2016-09-20,06:20:00,6,20,1,20,1012.2,7.0,4.6,26.9,43.0,0.0,65.24,48.02,46.97,76.82,47.32,60.94,8,3,0,68.00156924419889,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
52.35,A-2,A,2,"[2016-09-20 06:40:00,2016-09-20 07:00:00)",2016-09-20 06:40:00,2016-09-20,06:40:00,6,40,1,21,1012.2,7.0,4.6,26.9,43.0,0.0,93.19,60.89,48.02,46.97,53.77,47.32,8,3,0,68.00156924419889,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
62.0,A-2,A,2,"[2016-09-20 07:00:00,2016-09-20 07:20:00)",2016-09-20 07:00:00,2016-09-20,07:00:00,7,0,1,22,1012.2,7.0,4.6,26.9,43.0,0.0,52.35,93.19,75.26,48.02,46.97,76.33,8,3,0,68.00156924419889,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
57.02,A-2,A,2,"[2016-09-20 07:20:00,2016-09-20 07:40:00)",2016-09-20 07:20:00,2016-09-20,07:20:00,7,20,1,23,1012.2,7.0,4.6,26.9,43.0,0.0,62.0,52.35,93.19,53.66,48.02,46.97,8,3,0,68.00156924419889,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
64.3,A-2,A,2,"[2016-09-20 07:40:00,2016-09-20 08:00:00)",2016-09-20 07:40:00,2016-09-20,07:40:00,7,40,1,24,1012.2,7.0,4.6,26.9,43.0,0.0,57.02,62.0,52.35,93.19,48.91,48.02,8,3,0,68.00156924419889,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
58.94,A-2,A,2,"[2016-09-20 08:00:00,2016-09-20 08:20:00)",2016-09-20 08:00:00,2016-09-20,08:00:00,8,0,1,25,1012.2,7.0,4.6,26.9,43.0,0.0,64.3,57.02,62.0,52.35,93.19,55.53,8,3,0,68.00156924419889,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
70.15,A-2,A,2,"[2016-09-20 08:20:00,2016-09-20 08:40:00)",2016-09-20 08:20:00,2016-09-20,08:20:00,8,20,1,26,1012.2,7.0,4.6,26.9,43.0,0.0,58.94,64.3,57.02,62.0,52.35,93.19,8,3,0,68.00156924419889,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
77.05,A-2,A,2,"[2016-09-20 08:40:00,2016-09-20 09:00:00)",2016-09-20 08:40:00,2016-09-20,08:40:00,8,40,1,27,1012.2,7.0,4.6,26.9,43.0,0.0,70.15,58.94,64.3,57.02,62.0,52.35,8,3,0,68.00156924419889,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
83.06,A-2,A,2,"[2016-09-20 09:00:00,2016-09-20 09:20:00)",2016-09-20 09:00:00,2016-09-20,09:00:00,9,0,1,28,1012.6,11.0,4.5,25.4,42.0,0.0,77.05,70.15,58.94,64.3,57.02,62.0,8,3,0,65.50360610612246,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
70.83,A-2,A,2,"[2016-09-20 09:20:00,2016-09-20 09:40:00)",2016-09-20 09:20:00,2016-09-20,09:20:00,9,20,1,29,1012.6,11.0,4.5,25.4,42.0,0.0,83.06,77.05,70.15,58.94,64.3,57.02,8,3,0,65.50360610612246,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
85.52,A-2,A,2,"[2016-09-20 09:40:00,2016-09-20 10:00:00)",2016-09-20 09:40:00,2016-09-20,09:40:00,9,40,1,30,1012.6,11.0,4.5,25.4,42.0,0.0,70.83,83.06,77.05,70.15,58.94,64.3,8,3,0,65.50360610612246,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
67.88,A-2,A,2,"[2016-09-20 10:00:00,2016-09-20 10:20:00)",2016-09-20 10:00:00,2016-09-20,10:00:00,10,0,1,31,1012.6,11.0,4.5,25.4,42.0,0.0,85.52,70.83,83.06,77.05,70.15,58.94,8,3,0,65.50360610612246,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
50.28,A-2,A,2,"[2016-09-20 10:20:00,2016-09-20 10:40:00)",2016-09-20 10:20:00,2016-09-20,10:20:00,10,20,1,32,1012.6,11.0,4.5,25.4,42.0,0.0,67.88,85.52,70.83,83.06,77.05,70.15,8,3,0,65.50360610612246,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
83.3,A-2,A,2,"[2016-09-20 10:40:00,2016-09-20 11:00:00)",2016-09-20 10:40:00,2016-09-20,10:40:00,10,40,1,33,1012.6,11.0,4.5,25.4,42.0,0.0,50.28,67.88,85.52,70.83,83.06,77.05,8,3,0,65.50360610612246,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
74.32,A-2,A,2,"[2016-09-20 11:00:00,2016-09-20 11:20:00)",2016-09-20 11:00:00,2016-09-20,11:00:00,11,0,1,34,1012.6,11.0,4.5,25.4,42.0,0.0,83.3,50.28,67.88,85.52,70.83,83.06,8,3,0,65.50360610612246,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
78.34,A-2,A,2,"[2016-09-20 11:20:00,2016-09-20 11:40:00)",2016-09-20 11:20:00,2016-09-20,11:20:00,11,20,1,35,1012.6,11.0,4.5,25.4,42.0,0.0,74.32,83.3,50.28,67.88,85.52,70.83,8,3,0,65.50360610612246,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
70.58,A-2,A,2,"[2016-09-20 11:40:00,2016-09-20 12:00:00)",2016-09-20 11:40:00,2016-09-20,11:40:00,11,40,1,36,1012.6,11.0,4.5,25.4,42.0,0.0,78.34,74.32,83.3,50.28,67.88,85.52,8,3,0,65.50360610612246,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
70.95,A-2,A,2,"[2016-09-20 12:00:00,2016-09-20 12:20:00)",2016-09-20 12:00:00,2016-09-20,12:00:00,12,0,1,37,1013.7,25.0,1.7,22.1,53.0,0.0,70.58,78.34,74.32,83.3,50.28,67.88,1,2,0,69.86847638951966,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
75.39,A-2,A,2,"[2016-09-20 12:20:00,2016-09-20 12:40:00)",2016-09-20 12:20:00,2016-09-20,12:20:00,12,20,1,38,1013.7,25.0,1.7,22.1,53.0,0.0,70.95,70.58,78.34,74.32,83.3,50.28,1,2,0,69.86847638951966,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
67.45,A-2,A,2,"[2016-09-20 12:40:00,2016-09-20 13:00:00)",2016-09-20 12:40:00,2016-09-20,12:40:00,12,40,1,39,1013.7,25.0,1.7,22.1,53.0,0.0,75.39,70.95,70.58,78.34,74.32,83.3,1,2,0,69.86847638951966,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
82.26,A-2,A,2,"[2016-09-20 13:20:00,2016-09-20 13:40:00)",2016-09-20 13:20:00,2016-09-20,13:20:00,13,20,1,41,1013.7,25.0,1.7,22.1,53.0,0.0,111.44,67.45,75.39,70.95,70.58,78.34,1,2,0,69.86847638951966,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
65.18,A-2,A,2,"[2016-09-20 13:40:00,2016-09-20 14:00:00)",2016-09-20 13:40:00,2016-09-20,13:40:00,13,40,1,42,1013.7,25.0,1.7,22.1,53.0,0.0,82.26,111.44,67.45,75.39,70.95,70.58,1,2,0,69.86847638951966,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
60.19,A-2,A,2,"[2016-09-20 14:00:00,2016-09-20 14:20:00)",2016-09-20 14:00:00,2016-09-20,14:00:00,14,0,1,43,1013.7,25.0,1.7,22.1,53.0,0.0,65.18,82.26,111.44,67.45,75.39,70.95,1,2,0,69.86847638951966,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
51.95,A-2,A,2,"[2016-09-20 14:20:00,2016-09-20 14:40:00)",2016-09-20 14:20:00,2016-09-20,14:20:00,14,20,1,44,1013.7,25.0,1.7,22.1,53.0,0.0,60.19,65.18,82.26,111.44,67.45,75.39,1,2,0,69.86847638951966,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
87.83,A-2,A,2,"[2016-09-20 14:40:00,2016-09-20 15:00:00)",2016-09-20 14:40:00,2016-09-20,14:40:00,14,40,1,45,1013.7,25.0,1.7,22.1,53.0,0.0,51.95,60.19,65.18,82.26,111.44,67.45,1,2,0,69.86847638951966,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
57.14,A-2,A,2,"[2016-09-20 15:00:00,2016-09-20 15:20:00)",2016-09-20 15:00:00,2016-09-20,15:00:00,15,0,1,46,1014.0,326.0,2.2,20.5,65.0,0.0,87.83,51.95,60.19,65.18,82.26,111.44,7,2,0,66.69410224489796,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
72.09,A-2,A,2,"[2016-09-20 15:20:00,2016-09-20 15:40:00)",2016-09-20 15:20:00,2016-09-20,15:20:00,15,20,1,47,1014.0,326.0,2.2,20.5,65.0,0.0,57.14,87.83,51.95,60.19,65.18,82.26,7,2,0,66.69410224489796,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
69.3,A-2,A,2,"[2016-09-20 15:40:00,2016-09-20 16:00:00)",2016-09-20 15:40:00,2016-09-20,15:40:00,15,40,1,48,1014.0,326.0,2.2,20.5,65.0,0.0,72.09,57.14,87.83,51.95,60.19,65.18,7,2,0,66.69410224489796,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
74.42,A-2,A,2,"[2016-09-20 16:00:00,2016-09-20 16:20:00)",2016-09-20 16:00:00,2016-09-20,16:00:00,16,0,1,49,1014.0,326.0,2.2,20.5,65.0,0.0,69.3,72.09,57.14,87.83,51.95,60.19,7,2,0,66.69410224489796,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
93.9,A-2,A,2,"[2016-09-20 16:20:00,2016-09-20 16:40:00)",2016-09-20 16:20:00,2016-09-20,16:20:00,16,20,1,50,1014.0,326.0,2.2,20.5,65.0,0.0,74.42,69.3,72.09,57.14,87.83,51.95,7,2,0,66.69410224489796,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
70.52,A-2,A,2,"[2016-09-20 16:40:00,2016-09-20 17:00:00)",2016-09-20 16:40:00,2016-09-20,16:40:00,16,40,1,51,1014.0,326.0,2.2,20.5,65.0,0.0,93.9,74.42,69.3,72.09,57.14,87.83,7,2,0,66.69410224489796,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
65.65,A-2,A,2,"[2016-09-20 17:00:00,2016-09-20 17:20:00)",2016-09-20 17:00:00,2016-09-20,17:00:00,17,0,1,52,1014.0,326.0,2.2,20.5,65.0,0.0,70.52,93.9,74.42,69.3,72.09,57.14,7,2,0,66.69410224489796,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
59.27,A-2,A,2,"[2016-09-20 17:20:00,2016-09-20 17:40:00)",2016-09-20 17:20:00,2016-09-20,17:20:00,17,20,1,53,1014.0,326.0,2.2,20.5,65.0,0.0,65.65,70.52,93.9,74.42,69.3,72.09,7,2,0,66.69410224489796,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
60.11,A-2,A,2,"[2016-09-20 17:40:00,2016-09-20 18:00:00)",2016-09-20 17:40:00,2016-09-20,17:40:00,17,40,1,54,1014.0,326.0,2.2,20.5,65.0,0.0,59.27,65.65,70.52,93.9,74.42,69.3,7,2,0,66.69410224489796,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
77.01,A-2,A,2,"[2016-09-20 18:00:00,2016-09-20 18:20:00)",2016-09-20 18:00:00,2016-09-20,18:00:00,18,0,1,55,1013.8,327.0,1.4,19.4,74.0,0.0,60.11,59.27,65.65,70.52,93.9,74.42,7,1,0,68.1735901,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
64.21,A-2,A,2,"[2016-09-20 18:20:00,2016-09-20 18:40:00)",2016-09-20 18:20:00,2016-09-20,18:20:00,18,20,1,56,1013.8,327.0,1.4,19.4,74.0,0.0,77.01,60.11,59.27,65.65,70.52,93.9,7,1,0,68.1735901,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
62.39,A-2,A,2,"[2016-09-20 18:40:00,2016-09-20 19:00:00)",2016-09-20 18:40:00,2016-09-20,18:40:00,18,40,1,57,1013.8,327.0,1.4,19.4,74.0,0.0,64.21,77.01,60.11,59.27,65.65,70.52,7,1,0,68.1735901,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
61.81,A-2,A,2,"[2016-09-20 19:00:00,2016-09-20 19:20:00)",2016-09-20 19:00:00,2016-09-20,19:00:00,19,0,1,58,1013.8,327.0,1.4,19.4,74.0,0.0,62.39,64.21,77.01,60.11,59.27,65.65,7,1,0,68.1735901,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
41.63,A-2,A,2,"[2016-09-20 19:20:00,2016-09-20 19:40:00)",2016-09-20 19:20:00,2016-09-20,19:20:00,19,20,1,59,1013.8,327.0,1.4,19.4,74.0,0.0,61.81,62.39,64.21,77.01,60.11,59.27,7,1,0,68.1735901,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
90.01,A-2,A,2,"[2016-09-20 19:40:00,2016-09-20 20:00:00)",2016-09-20 19:40:00,2016-09-20,19:40:00,19,40,1,60,1013.8,327.0,1.4,19.4,74.0,0.0,41.63,61.81,62.39,64.21,77.01,60.11,7,1,0,68.1735901,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
54.54,A-2,A,2,"[2016-09-20 20:00:00,2016-09-20 20:20:00)",2016-09-20 20:00:00,2016-09-20,20:00:00,20,0,1,61,1013.8,327.0,1.4,19.4,74.0,0.0,90.01,41.63,61.81,62.39,64.21,77.01,7,1,0,68.1735901,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
59.38,A-2,A,2,"[2016-09-20 20:20:00,2016-09-20 20:40:00)",2016-09-20 20:20:00,2016-09-20,20:20:00,20,20,1,62,1013.8,327.0,1.4,19.4,74.0,0.0,54.54,90.01,41.63,61.81,62.39,64.21,7,1,0,68.1735901,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
52.5,A-2,A,2,"[2016-09-20 20:40:00,2016-09-20 21:00:00)",2016-09-20 20:40:00,2016-09-20,20:40:00,20,40,1,63,1013.8,327.0,1.4,19.4,74.0,0.0,59.38,54.54,90.01,41.63,61.81,62.39,7,1,0,68.1735901,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
100.59,A-2,A,2,"[2016-09-20 21:00:00,2016-09-20 21:20:00)",2016-09-20 21:00:00,2016-09-20,21:00:00,21,0,1,64,1014.1,330.0,1.0,18.6,80.0,0.0,52.5,59.38,54.54,90.01,41.63,61.81,7,1,0,68.56701624242424,0,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
