volume,hour,minute,weekday,timemap,pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,SSD,is_workday
117,15,0,5,46,1014.9,15.0,5.5,18.6,60.0,0.0,52.08722424242424,2
85,15,20,5,47,1014.9,15.0,5.5,18.6,60.0,0.0,52.08722424242424,2
99,15,40,5,48,1014.9,15.0,5.5,18.6,60.0,0.0,52.08722424242424,2
110,16,0,5,49,1014.9,15.0,5.5,18.6,60.0,0.0,52.08722424242424,2
107,16,20,5,50,1014.9,15.0,5.5,18.6,60.0,0.0,52.08722424242424,2
111,16,40,5,51,1014.9,15.0,5.5,18.6,60.0,0.0,52.08722424242424,2
99,17,0,5,52,1014.9,15.0,5.5,18.6,60.0,0.0,52.08722424242424,2
106,17,20,5,53,1014.9,15.0,5.5,18.6,60.0,0.0,52.08722424242424,2
99,17,40,5,54,1014.9,15.0,5.5,18.6,60.0,0.0,52.08722424242424,2
72,18,0,5,55,1014.9,340.0,2.4,16.4,73.0,0.0,59.217620654545456,2
66,18,20,5,56,1014.9,340.0,2.4,16.4,73.0,0.0,59.217620654545456,2
52,18,40,5,57,1014.9,340.0,2.4,16.4,73.0,0.0,59.217620654545456,2
50,19,0,5,58,1014.9,340.0,2.4,16.4,73.0,0.0,59.217620654545456,2
51,19,20,5,59,1014.9,340.0,2.4,16.4,73.0,0.0,59.217620654545456,2
55,19,40,5,60,1014.9,340.0,2.4,16.4,73.0,0.0,59.217620654545456,2
32,20,0,5,61,1014.9,340.0,2.4,16.4,73.0,0.0,59.217620654545456,2
38,20,20,5,62,1014.9,340.0,2.4,16.4,73.0,0.0,59.217620654545456,2
42,20,40,5,63,1014.9,340.0,2.4,16.4,73.0,0.0,59.217620654545456,2
28,21,0,5,64,1015.2,354.0,3.3,16.5,64.0,0.0,55.65855635087719,2
29,21,20,5,65,1015.2,354.0,3.3,16.5,64.0,0.0,55.65855635087719,2
26,21,40,5,66,1015.2,354.0,3.3,16.5,64.0,0.0,55.65855635087719,2
21,22,0,5,67,1015.2,354.0,3.3,16.5,64.0,0.0,55.65855635087719,2
14,22,20,5,68,1015.2,354.0,3.3,16.5,64.0,0.0,55.65855635087719,2
13,22,40,5,69,1015.2,354.0,3.3,16.5,64.0,0.0,55.65855635087719,2
14,23,0,5,70,1015.2,354.0,3.3,16.5,64.0,0.0,55.65855635087719,2
9,23,20,5,71,1015.2,354.0,3.3,16.5,64.0,0.0,55.65855635087719,2
13,0,0,6,1,1016.4,1.0,4.0,17.5,66.0,0.0,55.46766727272728,2
14,0,20,6,2,1016.4,1.0,4.0,17.5,66.0,0.0,55.46766727272728,2
12,0,40,6,3,1016.4,1.0,4.0,17.5,66.0,0.0,55.46766727272728,2
19,1,0,6,4,1016.4,1.0,4.0,17.5,66.0,0.0,55.46766727272728,2
15,1,20,6,5,1016.4,1.0,4.0,17.5,66.0,0.0,55.46766727272728,2
13,1,40,6,6,1016.4,1.0,4.0,17.5,66.0,0.0,55.46766727272728,2
9,2,0,6,7,1016.4,1.0,4.0,17.5,66.0,0.0,55.46766727272728,2
11,2,20,6,8,1016.4,1.0,4.0,17.5,66.0,0.0,55.46766727272728,2
15,2,40,6,9,1016.4,1.0,4.0,17.5,66.0,0.0,55.46766727272728,2
12,3,0,6,10,1016.1,66.0,2.5,21.4,56.0,0.0,66.37936585762712,2
16,3,20,6,11,1016.1,66.0,2.5,21.4,56.0,0.0,66.37936585762712,2
9,3,40,6,12,1016.1,66.0,2.5,21.4,56.0,0.0,66.37936585762712,2
8,4,0,6,13,1016.1,66.0,2.5,21.4,56.0,0.0,66.37936585762712,2
22,4,20,6,14,1016.1,66.0,2.5,21.4,56.0,0.0,66.37936585762712,2
15,4,40,6,15,1016.1,66.0,2.5,21.4,56.0,0.0,66.37936585762712,2
18,5,0,6,16,1016.1,66.0,2.5,21.4,56.0,0.0,66.37936585762712,2
10,5,20,6,17,1016.1,66.0,2.5,21.4,56.0,0.0,66.37936585762712,2
21,5,40,6,18,1016.1,66.0,2.5,21.4,56.0,0.0,66.37936585762712,2
21,6,0,6,19,1014.0,54.0,3.5,21.7,49.0,0.0,62.92066671416309,2
46,6,20,6,20,1014.0,54.0,3.5,21.7,49.0,0.0,62.92066671416309,2
75,6,40,6,21,1014.0,54.0,3.5,21.7,49.0,0.0,62.92066671416309,2
107,7,0,6,22,1014.0,54.0,3.5,21.7,49.0,0.0,62.92066671416309,2
109,7,20,6,23,1014.0,54.0,3.5,21.7,49.0,0.0,62.92066671416309,2
110,7,40,6,24,1014.0,54.0,3.5,21.7,49.0,0.0,62.92066671416309,2
136,8,0,6,25,1014.0,54.0,3.5,21.7,49.0,0.0,62.92066671416309,2
156,8,20,6,26,1014.0,54.0,3.5,21.7,49.0,0.0,62.92066671416309,2
145,8,40,6,27,1014.0,54.0,3.5,21.7,49.0,0.0,62.92066671416309,2
128,9,0,6,28,1014.3,28.0,5.6,20.4,55.0,0.0,54.52298328455285,2
122,9,20,6,29,1014.3,28.0,5.6,20.4,55.0,0.0,54.52298328455285,2
97,9,40,6,30,1014.3,28.0,5.6,20.4,55.0,0.0,54.52298328455285,2
100,10,0,6,31,1014.3,28.0,5.6,20.4,55.0,0.0,54.52298328455285,2
89,10,20,6,32,1014.3,28.0,5.6,20.4,55.0,0.0,54.52298328455285,2
106,10,40,6,33,1014.3,28.0,5.6,20.4,55.0,0.0,54.52298328455285,2
116,11,0,6,34,1014.3,28.0,5.6,20.4,55.0,0.0,54.52298328455285,2
100,11,20,6,35,1014.3,28.0,5.6,20.4,55.0,0.0,54.52298328455285,2
74,11,40,6,36,1014.3,28.0,5.6,20.4,55.0,0.0,54.52298328455285,2
83,12,0,6,37,1016.1,52.0,6.0,18.8,58.0,0.0,50.64514960610686,2
86,12,20,6,38,1016.1,52.0,6.0,18.8,58.0,0.0,50.64514960610686,2
106,12,40,6,39,1016.1,52.0,6.0,18.8,58.0,0.0,50.64514960610686,2
104,13,0,6,40,1016.1,52.0,6.0,18.8,58.0,0.0,50.64514960610686,2
84,13,20,6,41,1016.1,52.0,6.0,18.8,58.0,0.0,50.64514960610686,2
109,13,40,6,42,1016.1,52.0,6.0,18.8,58.0,0.0,50.64514960610686,2
106,14,0,6,43,1016.1,52.0,6.0,18.8,58.0,0.0,50.64514960610686,2
92,14,20,6,44,1016.1,52.0,6.0,18.8,58.0,0.0,50.64514960610686,2
111,14,40,6,45,1016.1,52.0,6.0,18.8,58.0,0.0,50.64514960610686,2
104,15,0,6,46,1016.3,57.0,4.4,17.1,60.0,0.0,52.853749820788536,2
119,15,20,6,47,1016.3,57.0,4.4,17.1,60.0,0.0,52.853749820788536,2
113,15,40,6,48,1016.3,57.0,4.4,17.1,60.0,0.0,52.853749820788536,2
110,16,0,6,49,1016.3,57.0,4.4,17.1,60.0,0.0,52.853749820788536,2
118,16,20,6,50,1016.3,57.0,4.4,17.1,60.0,0.0,52.853749820788536,2
132,16,40,6,51,1016.3,57.0,4.4,17.1,60.0,0.0,52.853749820788536,2
113,17,0,6,52,1016.3,57.0,4.4,17.1,60.0,0.0,52.853749820788536,2
99,17,20,6,53,1016.3,57.0,4.4,17.1,60.0,0.0,52.853749820788536,2
98,17,40,6,54,1016.3,57.0,4.4,17.1,60.0,0.0,52.853749820788536,2
88,18,0,6,55,1015.4,4.0,1.3,15.4,67.0,0.0,60.30286998918918,2
62,18,20,6,56,1015.4,4.0,1.3,15.4,67.0,0.0,60.30286998918918,2
64,18,40,6,57,1015.4,4.0,1.3,15.4,67.0,0.0,60.30286998918918,2
46,19,0,6,58,1015.4,4.0,1.3,15.4,67.0,0.0,60.30286998918918,2
44,19,20,6,59,1015.4,4.0,1.3,15.4,67.0,0.0,60.30286998918918,2
54,19,40,6,60,1015.4,4.0,1.3,15.4,67.0,0.0,60.30286998918918,2
25,20,0,6,61,1015.4,4.0,1.3,15.4,67.0,0.0,60.30286998918918,2
56,20,20,6,62,1015.4,4.0,1.3,15.4,67.0,0.0,60.30286998918918,2
39,20,40,6,63,1015.4,4.0,1.3,15.4,67.0,0.0,60.30286998918918,2
35,21,0,6,64,1014.5,333.0,2.5,14.1,80.0,0.0,55.18706397411003,2
29,21,20,6,65,1014.5,333.0,2.5,14.1,80.0,0.0,55.18706397411003,2
34,21,40,6,66,1014.5,333.0,2.5,14.1,80.0,0.0,55.18706397411003,2
20,22,0,6,67,1014.5,333.0,2.5,14.1,80.0,0.0,55.18706397411003,2
16,22,20,6,68,1014.5,333.0,2.5,14.1,80.0,0.0,55.18706397411003,2
20,22,40,6,69,1014.5,333.0,2.5,14.1,80.0,0.0,55.18706397411003,2
5,23,0,6,70,1014.5,333.0,2.5,14.1,80.0,0.0,55.18706397411003,2
5,23,20,6,71,1014.5,333.0,2.5,14.1,80.0,0.0,55.18706397411003,2
11,23,40,6,72,1014.5,333.0,2.5,14.1,80.0,0.0,55.18706397411003,2
22,0,0,0,1,1015.95,176.0,3.1,18.1,70.0,0.0,59.87078737546469,1
21,0,20,0,2,1015.95,176.0,3.1,18.1,70.0,0.0,59.87078737546469,1
11,0,40,0,3,1015.95,176.0,3.1,18.1,70.0,0.0,59.87078737546469,1
19,1,0,0,4,1015.95,176.0,3.1,18.1,70.0,0.0,59.87078737546469,1
23,1,20,0,5,1015.95,176.0,3.1,18.1,70.0,0.0,59.87078737546469,1
16,1,40,0,6,1015.95,176.0,3.1,18.1,70.0,0.0,59.87078737546469,1
11,2,0,0,7,1015.95,176.0,3.1,18.1,70.0,0.0,59.87078737546469,1
11,2,20,0,8,1015.95,176.0,3.1,18.1,70.0,0.0,59.87078737546469,1
12,2,40,0,9,1015.95,176.0,3.1,18.1,70.0,0.0,59.87078737546469,1
17,3,0,0,10,1015.4,55.5,3.0,21.3,61.0,0.0,65.16573000675106,1
12,3,20,0,11,1015.4,55.5,3.0,21.3,61.0,0.0,65.16573000675106,1
12,3,40,0,12,1015.4,55.5,3.0,21.3,61.0,0.0,65.16573000675106,1
12,4,0,0,13,1015.4,55.5,3.0,21.3,61.0,0.0,65.16573000675106,1
14,4,20,0,14,1015.4,55.5,3.0,21.3,61.0,0.0,65.16573000675106,1
11,4,40,0,15,1015.4,55.5,3.0,21.3,61.0,0.0,65.16573000675106,1
13,5,0,0,16,1015.4,55.5,3.0,21.3,61.0,0.0,65.16573000675106,1
13,5,20,0,17,1015.4,55.5,3.0,21.3,61.0,0.0,65.16573000675106,1
34,5,40,0,18,1015.4,55.5,3.0,21.3,61.0,0.0,65.16573000675106,1
25,6,0,0,19,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
60,6,20,0,20,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
68,6,40,0,21,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
123,7,0,0,22,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
136,7,20,0,23,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
151,7,40,0,24,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
153,8,0,0,25,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
150,8,20,0,26,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
135,8,40,0,27,1013.4,59.0,3.25,22.75,49.5,0.0,65.67344016292135,1
141,9,0,0,28,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
153,9,20,0,29,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
114,9,40,0,30,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
94,10,0,0,31,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
111,10,20,0,32,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
112,10,40,0,33,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
99,11,0,0,34,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
68,11,20,0,35,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
83,11,40,0,36,1013.75,57.5,4.0,21.7,55.5,0.0,62.0698645141631,1
106,12,0,0,37,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
102,12,20,0,38,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
105,12,40,0,39,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
108,13,0,0,40,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
100,13,20,0,41,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
96,13,40,0,42,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
97,14,0,0,43,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
96,14,20,0,44,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
74,14,40,0,45,1015.6,78.5,4.75,20.200000000000006,64.0,0.0,57.86702234838711,1
116,15,0,0,46,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
99,15,20,0,47,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
119,15,40,0,48,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
110,16,0,0,49,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
111,16,20,0,50,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
102,16,40,0,51,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
110,17,0,0,52,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
121,17,20,0,53,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
88,17,40,0,54,1016.1,51.0,3.6,18.700000000000006,63.0,0.0,58.66395617794679,1
71,18,0,0,55,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
79,18,20,0,56,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
64,18,40,0,57,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
32,19,0,0,58,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
69,19,20,0,59,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
58,19,40,0,60,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
53,20,0,0,61,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
59,20,20,0,62,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
40,20,40,0,63,1015.55,175.5,1.7999999999999998,17.1,70.0,0.0,62.15910582078853,1
36,21,0,0,64,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
16,21,20,0,65,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
32,21,40,0,66,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
19,22,0,0,67,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
19,22,20,0,68,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
24,22,40,0,69,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
22,23,0,0,70,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
24,23,20,0,71,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
9,23,40,0,72,1015.6,168.5,2.2,16.65,77.0,0.0,60.71554359188713,1
18,0,0,1,1,1015.5,351.0,2.2,18.7,74.0,0.0,64.29184137794678,1
19,0,20,1,2,1015.5,351.0,2.2,18.7,74.0,0.0,64.29184137794678,1
16,0,40,1,3,1015.5,351.0,2.2,18.7,74.0,0.0,64.29184137794678,1
23,1,0,1,4,1015.5,351.0,2.2,18.7,74.0,0.0,64.29184137794678,1
18,1,20,1,5,1015.5,351.0,2.2,18.7,74.0,0.0,64.29184137794678,1
10,1,40,1,6,1015.5,351.0,2.2,18.7,74.0,0.0,64.29184137794678,1
15,2,0,1,7,1015.5,351.0,2.2,18.7,74.0,0.0,64.29184137794678,1
15,2,20,1,8,1015.5,351.0,2.2,18.7,74.0,0.0,64.29184137794678,1
13,2,40,1,9,1015.5,351.0,2.2,18.7,74.0,0.0,64.29184137794678,1
11,3,0,1,10,1014.7,45.0,3.5,21.2,66.0,0.0,63.94847768739496,1
9,3,20,1,11,1014.7,45.0,3.5,21.2,66.0,0.0,63.94847768739496,1
4,3,40,1,12,1014.7,45.0,3.5,21.2,66.0,0.0,63.94847768739496,1
14,4,0,1,13,1014.7,45.0,3.5,21.2,66.0,0.0,63.94847768739496,1
15,4,20,1,14,1014.7,45.0,3.5,21.2,66.0,0.0,63.94847768739496,1
14,4,40,1,15,1014.7,45.0,3.5,21.2,66.0,0.0,63.94847768739496,1
15,5,0,1,16,1014.7,45.0,3.5,21.2,66.0,0.0,63.94847768739496,1
24,5,20,1,17,1014.7,45.0,3.5,21.2,66.0,0.0,63.94847768739496,1
23,5,40,1,18,1014.7,45.0,3.5,21.2,66.0,0.0,63.94847768739496,1
28,6,0,1,19,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
44,6,20,1,20,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
92,6,40,1,21,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
101,7,0,1,22,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
126,7,20,1,23,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
147,7,40,1,24,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
168,8,0,1,25,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
136,8,20,1,26,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
172,8,40,1,27,1012.8,64.0,3.0,23.8,50.0,0.0,68.43263954716981,1
141,9,0,1,28,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
122,9,20,1,29,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
122,9,40,1,30,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
107,10,0,1,31,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
99,10,20,1,32,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
111,10,40,1,33,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
90,11,0,1,34,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
91,11,20,1,35,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
93,11,40,1,36,1013.2,87.0,2.4,23.0,56.0,0.0,69.62495709090909,1
76,12,0,1,37,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
110,12,20,1,38,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
92,12,40,1,39,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
86,13,0,1,40,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
84,13,20,1,41,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
80,13,40,1,42,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
86,14,0,1,43,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
98,14,20,1,44,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
98,14,40,1,45,1015.1,105.0,3.5,21.6,70.0,0.0,65.15333155555557,1
106,15,0,1,46,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
105,15,20,1,47,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
101,15,40,1,48,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
111,16,0,1,49,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
120,16,20,1,50,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
121,16,40,1,51,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
114,17,0,1,52,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
118,17,20,1,53,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
111,17,40,1,54,1015.9,45.0,2.8,20.3,66.0,0.0,64.51274058947368,1
105,18,0,1,55,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
72,18,20,1,56,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
60,18,40,1,57,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
46,19,0,1,58,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
69,19,20,1,59,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
62,19,40,1,60,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
38,20,0,1,61,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
49,20,20,1,62,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
38,20,40,1,63,1015.7,347.0,2.3,18.8,73.0,0.0,64.05590160610686,1
34,21,0,1,64,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
36,21,20,1,65,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
36,21,40,1,66,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
25,22,0,1,67,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
20,22,20,1,68,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
16,22,40,1,69,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
13,23,0,1,70,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
10,23,20,1,71,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
15,23,40,1,72,1016.7,4.0,1.9,19.2,74.0,0.0,66.19587276899225,1
18,0,0,2,1,1018.4,56.0,4.5,19.9,60.0,0.0,57.676128286852595,1
12,0,20,2,2,1018.4,56.0,4.5,19.9,60.0,0.0,57.676128286852595,1
21,0,40,2,3,1018.4,56.0,4.5,19.9,60.0,0.0,57.676128286852595,1
18,1,0,2,4,1018.4,56.0,4.5,19.9,60.0,0.0,57.676128286852595,1
20,1,20,2,5,1018.4,56.0,4.5,19.9,60.0,0.0,57.676128286852595,1
15,1,40,2,6,1018.4,56.0,4.5,19.9,60.0,0.0,57.676128286852595,1
14,2,0,2,7,1018.4,56.0,4.5,19.9,60.0,0.0,57.676128286852595,1
15,2,20,2,8,1018.4,56.0,4.5,19.9,60.0,0.0,57.676128286852595,1
12,2,40,2,9,1018.4,56.0,4.5,19.9,60.0,0.0,57.676128286852595,1
8,3,0,2,10,1018.3,46.0,2.9,20.9,68.0,0.0,65.53443828713692,1
18,3,20,2,11,1018.3,46.0,2.9,20.9,68.0,0.0,65.53443828713692,1
10,3,40,2,12,1018.3,46.0,2.9,20.9,68.0,0.0,65.53443828713692,1
11,4,0,2,13,1018.3,46.0,2.9,20.9,68.0,0.0,65.53443828713692,1
11,4,20,2,14,1018.3,46.0,2.9,20.9,68.0,0.0,65.53443828713692,1
14,4,40,2,15,1018.3,46.0,2.9,20.9,68.0,0.0,65.53443828713692,1
21,5,0,2,16,1018.3,46.0,2.9,20.9,68.0,0.0,65.53443828713692,1
10,5,20,2,17,1018.3,46.0,2.9,20.9,68.0,0.0,65.53443828713692,1
27,5,40,2,18,1018.3,46.0,2.9,20.9,68.0,0.0,65.53443828713692,1
