avg_travel_time,hour,minute,weekday,timemap,pressure,wind_direction,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min,SSD,is_workday
70.15,8,20,1,26,1012.2,7.0,7.0,4.6,26.9,43.0,0.0,58.94,68.00156924419889,1
77.05,8,40,1,27,1012.2,7.0,7.0,4.6,26.9,43.0,0.0,70.15,68.00156924419889,1
83.06,9,0,1,28,1012.6,11.0,11.0,4.5,25.4,42.0,0.0,77.05,65.50360610612246,1
70.83,9,20,1,29,1012.6,11.0,11.0,4.5,25.4,42.0,0.0,83.06,65.50360610612246,1
85.52,9,40,1,30,1012.6,11.0,11.0,4.5,25.4,42.0,0.0,70.83,65.50360610612246,1
67.88,10,0,1,31,1012.6,11.0,11.0,4.5,25.4,42.0,0.0,85.52,65.50360610612246,1
50.28,10,20,1,32,1012.6,11.0,11.0,4.5,25.4,42.0,0.0,67.88,65.50360610612246,1
83.3,10,40,1,33,1012.6,11.0,11.0,4.5,25.4,42.0,0.0,50.28,65.50360610612246,1
74.32,11,0,1,34,1012.6,11.0,11.0,4.5,25.4,42.0,0.0,83.3,65.50360610612246,1
78.34,11,20,1,35,1012.6,11.0,11.0,4.5,25.4,42.0,0.0,74.32,65.50360610612246,1
70.58,11,40,1,36,1012.6,11.0,11.0,4.5,25.4,42.0,0.0,78.34,65.50360610612246,1
70.95,12,0,1,37,1013.7,25.0,25.0,1.7,22.1,53.0,0.0,70.58,69.86847638951966,1
75.39,12,20,1,38,1013.7,25.0,25.0,1.7,22.1,53.0,0.0,70.95,69.86847638951966,1
67.45,12,40,1,39,1013.7,25.0,25.0,1.7,22.1,53.0,0.0,75.39,69.86847638951966,1
111.44,13,0,1,40,1013.7,25.0,25.0,1.7,22.1,53.0,0.0,67.45,69.86847638951966,1
82.26,13,20,1,41,1013.7,25.0,25.0,1.7,22.1,53.0,0.0,111.44,69.86847638951966,1
65.18,13,40,1,42,1013.7,25.0,25.0,1.7,22.1,53.0,0.0,82.26,69.86847638951966,1
60.19,14,0,1,43,1013.7,25.0,25.0,1.7,22.1,53.0,0.0,65.18,69.86847638951966,1
51.95,14,20,1,44,1013.7,25.0,25.0,1.7,22.1,53.0,0.0,60.19,69.86847638951966,1
87.83,14,40,1,45,1013.7,25.0,25.0,1.7,22.1,53.0,0.0,51.95,69.86847638951966,1
57.14,15,0,1,46,1014.0,326.0,326.0,2.2,20.5,65.0,0.0,87.83,66.69410224489796,1
72.09,15,20,1,47,1014.0,326.0,326.0,2.2,20.5,65.0,0.0,57.14,66.69410224489796,1
69.3,15,40,1,48,1014.0,326.0,326.0,2.2,20.5,65.0,0.0,72.09,66.69410224489796,1
74.42,16,0,1,49,1014.0,326.0,326.0,2.2,20.5,65.0,0.0,69.3,66.69410224489796,1
93.9,16,20,1,50,1014.0,326.0,326.0,2.2,20.5,65.0,0.0,74.42,66.69410224489796,1
70.52,16,40,1,51,1014.0,326.0,326.0,2.2,20.5,65.0,0.0,93.9,66.69410224489796,1
65.65,17,0,1,52,1014.0,326.0,326.0,2.2,20.5,65.0,0.0,70.52,66.69410224489796,1
59.27,17,20,1,53,1014.0,326.0,326.0,2.2,20.5,65.0,0.0,65.65,66.69410224489796,1
60.11,17,40,1,54,1014.0,326.0,326.0,2.2,20.5,65.0,0.0,59.27,66.69410224489796,1
77.01,18,0,1,55,1013.8,327.0,327.0,1.4,19.4,74.0,0.0,60.11,68.1735901,1
64.21,18,20,1,56,1013.8,327.0,327.0,1.4,19.4,74.0,0.0,77.01,68.1735901,1
62.39,18,40,1,57,1013.8,327.0,327.0,1.4,19.4,74.0,0.0,64.21,68.1735901,1
61.81,19,0,1,58,1013.8,327.0,327.0,1.4,19.4,74.0,0.0,62.39,68.1735901,1
41.63,19,20,1,59,1013.8,327.0,327.0,1.4,19.4,74.0,0.0,61.81,68.1735901,1
90.0,19,40,1,60,1013.8,327.0,327.0,1.4,19.4,74.0,0.0,41.63,68.1735901,1
54.54,20,0,1,61,1013.8,327.0,327.0,1.4,19.4,74.0,0.0,90.0,68.1735901,1
59.38,20,20,1,62,1013.8,327.0,327.0,1.4,19.4,74.0,0.0,54.54,68.1735901,1
52.5,20,40,1,63,1013.8,327.0,327.0,1.4,19.4,74.0,0.0,59.38,68.1735901,1
100.59,21,0,1,64,1014.1,330.0,330.0,1.0,18.6,80.0,0.0,52.5,68.56701624242424,1
66.05,21,20,1,65,1014.1,330.0,330.0,1.0,18.6,80.0,0.0,100.59,68.56701624242424,1
53.0,21,40,1,66,1014.1,330.0,330.0,1.0,18.6,80.0,0.0,66.05,68.56701624242424,1
38.5,22,0,1,67,1014.1,330.0,330.0,1.0,18.6,80.0,0.0,53.0,68.56701624242424,1
48.31,22,20,1,68,1014.1,330.0,330.0,1.0,18.6,80.0,0.0,38.5,68.56701624242424,1
41.51,22,40,1,69,1014.1,330.0,330.0,1.0,18.6,80.0,0.0,48.31,68.56701624242424,1
61.71,23,0,1,70,1014.1,330.0,330.0,1.0,18.6,80.0,0.0,41.51,68.56701624242424,1
55.76,23,20,1,71,1014.1,330.0,330.0,1.0,18.6,80.0,0.0,61.71,68.56701624242424,1
46.09,23,40,1,72,1014.1,330.0,330.0,1.0,18.6,80.0,0.0,55.76,68.56701624242424,1
57.16,0,0,2,1,1015.5,219.0,219.0,0.7,21.7,69.0,0.0,46.09,74.1858907141631,1
38.55,0,20,2,2,1015.5,219.0,219.0,0.7,21.7,69.0,0.0,57.16,74.1858907141631,1
32.67,0,40,2,3,1015.5,219.0,219.0,0.7,21.7,69.0,0.0,38.55,74.1858907141631,1
102.17,1,0,2,4,1015.5,219.0,219.0,0.7,21.7,69.0,0.0,32.67,74.1858907141631,1
43.52,1,40,2,6,1015.5,219.0,219.0,0.7,21.7,69.0,0.0,75.46,74.1858907141631,1
46.13,2,0,2,7,1015.5,219.0,219.0,0.7,21.7,69.0,0.0,43.52,74.1858907141631,1
53.16,2,20,2,8,1015.5,219.0,219.0,0.7,21.7,69.0,0.0,46.13,74.1858907141631,1
39.16,2,40,2,9,1015.5,219.0,219.0,0.7,21.7,69.0,0.0,53.16,74.1858907141631,1
52.12,3,0,2,10,1015.4,17.0,17.0,2.4,25.2,59.0,0.0,39.16,74.04217845656565,1
40.48,3,20,2,11,1015.4,17.0,17.0,2.4,25.2,59.0,0.0,52.12,74.04217845656565,1
38.0,3,40,2,12,1015.4,17.0,17.0,2.4,25.2,59.0,0.0,40.48,74.04217845656565,1
67.05,4,0,2,13,1015.4,17.0,17.0,2.4,25.2,59.0,0.0,38.0,74.04217845656565,1
26.08,4,20,2,14,1015.4,17.0,17.0,2.4,25.2,59.0,0.0,67.05,74.04217845656565,1
50.27,4,40,2,15,1015.4,17.0,17.0,2.4,25.2,59.0,0.0,26.08,74.04217845656565,1
48.78,5,0,2,16,1015.4,17.0,17.0,2.4,25.2,59.0,0.0,50.27,74.04217845656565,1
42.85,5,20,2,17,1015.4,17.0,17.0,2.4,25.2,59.0,0.0,48.78,74.04217845656565,1
50.68,5,40,2,18,1015.4,17.0,17.0,2.4,25.2,59.0,0.0,42.85,74.04217845656565,1
59.69,6,0,2,19,1013.1,328.0,328.0,3.0,26.2,56.0,0.0,50.68,73.57659656170213,1
54.68,6,20,2,20,1013.1,328.0,328.0,3.0,26.2,56.0,0.0,59.69,73.57659656170213,1
49.19,6,40,2,21,1013.1,328.0,328.0,3.0,26.2,56.0,0.0,54.68,73.57659656170213,1
61.19,7,0,2,22,1013.1,328.0,328.0,3.0,26.2,56.0,0.0,49.19,73.57659656170213,1
56.4,7,20,2,23,1013.1,328.0,328.0,3.0,26.2,56.0,0.0,61.19,73.57659656170213,1
59.09,7,40,2,24,1013.1,328.0,328.0,3.0,26.2,56.0,0.0,56.4,73.57659656170213,1
55.45,8,0,2,25,1013.1,328.0,328.0,3.0,26.2,56.0,0.0,59.09,73.57659656170213,1
66.75,8,20,2,26,1013.1,328.0,328.0,3.0,26.2,56.0,0.0,55.45,73.57659656170213,1
64.25,8,40,2,27,1013.1,328.0,328.0,3.0,26.2,56.0,0.0,66.75,73.57659656170213,1
108.22,9,0,2,28,1013.2,348.0,348.0,1.5,24.9,67.0,0.0,64.25,77.38324096915423,1
61.66,9,20,2,29,1013.2,348.0,348.0,1.5,24.9,67.0,0.0,108.22,77.38324096915423,1
94.26,9,40,2,30,1013.2,348.0,348.0,1.5,24.9,67.0,0.0,61.66,77.38324096915423,1
72.12,10,0,2,31,1013.2,348.0,348.0,1.5,24.9,67.0,0.0,94.26,77.38324096915423,1
56.87,10,20,2,32,1013.2,348.0,348.0,1.5,24.9,67.0,0.0,72.12,77.38324096915423,1
71.8,10,40,2,33,1013.2,348.0,348.0,1.5,24.9,67.0,0.0,56.87,77.38324096915423,1
56.22,11,0,2,34,1013.2,348.0,348.0,1.5,24.9,67.0,0.0,71.8,77.38324096915423,1
46.46,11,20,2,35,1013.2,348.0,348.0,1.5,24.9,67.0,0.0,56.22,77.38324096915423,1
61.84,11,40,2,36,1013.2,348.0,348.0,1.5,24.9,67.0,0.0,46.46,77.38324096915423,1
56.98,12,0,2,37,1014.1,320.0,320.0,2.4,21.3,91.0,0.5,61.84,70.49993400675106,1
45.97,12,20,2,38,1014.1,320.0,320.0,2.4,21.3,91.0,0.5,56.98,70.49993400675106,1
72.75,12,40,2,39,1014.1,320.0,320.0,2.4,21.3,91.0,0.5,45.97,70.49993400675106,1
75.13,13,0,2,40,1014.1,320.0,320.0,2.4,21.3,91.0,0.5,72.75,70.49993400675106,1
58.73,13,20,2,41,1014.1,320.0,320.0,2.4,21.3,91.0,0.5,75.13,70.49993400675106,1
62.56,13,40,2,42,1014.1,320.0,320.0,2.4,21.3,91.0,0.5,58.73,70.49993400675106,1
74.63,14,0,2,43,1014.1,320.0,320.0,2.4,21.3,91.0,0.5,62.56,70.49993400675106,1
52.59,14,20,2,44,1014.1,320.0,320.0,2.4,21.3,91.0,0.5,74.63,70.49993400675106,1
81.38,14,40,2,45,1014.1,320.0,320.0,2.4,21.3,91.0,0.5,52.59,70.49993400675106,1
47.04,15,0,2,46,1014.1,310.0,310.0,1.0,20.8,93.0,0.0,81.38,74.22722048264463,1
138.96,15,20,2,47,1014.1,310.0,310.0,1.0,20.8,93.0,0.0,47.04,74.22722048264463,1
80.58,15,40,2,48,1014.1,310.0,310.0,1.0,20.8,93.0,0.0,138.96,74.22722048264463,1
78.8,16,0,2,49,1014.1,310.0,310.0,1.0,20.8,93.0,0.0,80.58,74.22722048264463,1
65.03,16,20,2,50,1014.1,310.0,310.0,1.0,20.8,93.0,0.0,78.8,74.22722048264463,1
78.4,16,40,2,51,1014.1,310.0,310.0,1.0,20.8,93.0,0.0,65.03,74.22722048264463,1
69.95,17,0,2,52,1014.1,310.0,310.0,1.0,20.8,93.0,0.0,78.4,74.22722048264463,1
56.71,17,20,2,53,1014.1,310.0,310.0,1.0,20.8,93.0,0.0,69.95,74.22722048264463,1
70.97,17,40,2,54,1014.1,310.0,310.0,1.0,20.8,93.0,0.0,56.71,74.22722048264463,1
78.48,18,0,2,55,1013.1,341.0,341.0,1.7,20.2,94.0,0.0,70.97,70.92123834838709,1
56.71,18,20,2,56,1013.1,341.0,341.0,1.7,20.2,94.0,0.0,78.48,70.92123834838709,1
66.62,18,40,2,57,1013.1,341.0,341.0,1.7,20.2,94.0,0.0,56.71,70.92123834838709,1
48.62,19,0,2,58,1013.1,341.0,341.0,1.7,20.2,94.0,0.0,66.62,70.92123834838709,1
69.15,19,20,2,59,1013.1,341.0,341.0,1.7,20.2,94.0,0.0,48.62,70.92123834838709,1
66.8,19,40,2,60,1013.1,341.0,341.0,1.7,20.2,94.0,0.0,69.15,70.92123834838709,1
76.18,20,0,2,61,1013.1,341.0,341.0,1.7,20.2,94.0,0.0,66.8,70.92123834838709,1
59.83,20,20,2,62,1013.1,341.0,341.0,1.7,20.2,94.0,0.0,76.18,70.92123834838709,1
48.88,20,40,2,63,1013.1,341.0,341.0,1.7,20.2,94.0,0.0,59.83,70.92123834838709,1
52.01,21,0,2,64,1012.9,320.0,320.0,1.6,19.5,96.0,0.0,48.88,70.08223592156861,1
66.51,21,20,2,65,1012.9,320.0,320.0,1.6,19.5,96.0,0.0,52.01,70.08223592156861,1
54.56,21,40,2,66,1012.9,320.0,320.0,1.6,19.5,96.0,0.0,66.51,70.08223592156861,1
51.46,22,0,2,67,1012.9,320.0,320.0,1.6,19.5,96.0,0.0,54.56,70.08223592156861,1
83.8,22,20,2,68,1012.9,320.0,320.0,1.6,19.5,96.0,0.0,51.46,70.08223592156861,1
41.01,22,40,2,69,1012.9,320.0,320.0,1.6,19.5,96.0,0.0,83.8,70.08223592156861,1
77.45,23,20,2,71,1012.9,320.0,320.0,1.6,19.5,96.0,0.0,87.66,70.08223592156861,1
49.85,23,40,2,72,1012.9,320.0,320.0,1.6,19.5,96.0,0.0,77.45,70.08223592156861,1
73.1,0,0,3,1,1013.9,281.0,281.0,1.5,20.7,91.0,0.0,49.85,72.20796062386832,1
50.52,0,20,3,2,1013.9,281.0,281.0,1.5,20.7,91.0,0.0,73.1,72.20796062386832,1
37.02,0,40,3,3,1013.9,281.0,281.0,1.5,20.7,91.0,0.0,50.52,72.20796062386832,1
55.72,1,0,3,4,1013.9,281.0,281.0,1.5,20.7,91.0,0.0,37.02,72.20796062386832,1
53.88,1,40,3,6,1013.9,281.0,281.0,1.5,20.7,91.0,0.0,50.05,72.20796062386832,1
66.6,2,0,3,7,1013.9,281.0,281.0,1.5,20.7,91.0,0.0,53.88,72.20796062386832,1
43.29,2,20,3,8,1013.9,281.0,281.0,1.5,20.7,91.0,0.0,66.6,72.20796062386832,1
35.83,3,20,3,11,1013.0,187.0,187.0,2.5,26.4,62.0,0.0,57.47,76.33882553118279,1
33.81,4,0,3,13,1013.0,187.0,187.0,2.5,26.4,62.0,0.0,50.95,76.33882553118279,1
46.21,4,20,3,14,1013.0,187.0,187.0,2.5,26.4,62.0,0.0,33.81,76.33882553118279,1
68.22,4,40,3,15,1013.0,187.0,187.0,2.5,26.4,62.0,0.0,46.21,76.33882553118279,1
53.7,5,0,3,16,1013.0,187.0,187.0,2.5,26.4,62.0,0.0,68.22,76.33882553118279,1
41.51,5,20,3,17,1013.0,187.0,187.0,2.5,26.4,62.0,0.0,53.7,76.33882553118279,1
46.87,5,40,3,18,1013.0,187.0,187.0,2.5,26.4,62.0,0.0,41.51,76.33882553118279,1
59.31,6,0,3,19,1010.8,117.0,117.0,2.3,28.7,54.0,0.0,46.87,80.14986681226993,1
52.04,6,20,3,20,1010.8,117.0,117.0,2.3,28.7,54.0,0.0,59.31,80.14986681226993,1
38.01,6,40,3,21,1010.8,117.0,117.0,2.3,28.7,54.0,0.0,52.04,80.14986681226993,1
45.05,7,0,3,22,1010.8,117.0,117.0,2.3,28.7,54.0,0.0,38.01,80.14986681226993,1
57.92,7,20,3,23,1010.8,117.0,117.0,2.3,28.7,54.0,0.0,45.05,80.14986681226993,1
52.78,7,40,3,24,1010.8,117.0,117.0,2.3,28.7,54.0,0.0,57.92,80.14986681226993,1
68.53,8,0,3,25,1010.8,117.0,117.0,2.3,28.7,54.0,0.0,52.78,80.14986681226993,1
71.83,8,20,3,26,1010.8,117.0,117.0,2.3,28.7,54.0,0.0,68.53,80.14986681226993,1
65.26,8,40,3,27,1010.8,117.0,117.0,2.3,28.7,54.0,0.0,71.83,80.14986681226993,1
66.88,9,0,3,28,1010.6,91.0,91.0,2.6,26.8,57.0,0.0,65.26,76.09527131428571,1
75.39,9,20,3,29,1010.6,91.0,91.0,2.6,26.8,57.0,0.0,66.88,76.09527131428571,1
48.42,9,40,3,30,1010.6,91.0,91.0,2.6,26.8,57.0,0.0,75.39,76.09527131428571,1
82.11,10,0,3,31,1010.6,91.0,91.0,2.6,26.8,57.0,0.0,48.42,76.09527131428571,1
58.36,10,20,3,32,1010.6,91.0,91.0,2.6,26.8,57.0,0.0,82.11,76.09527131428571,1
45.22,10,40,3,33,1010.6,91.0,91.0,2.6,26.8,57.0,0.0,58.36,76.09527131428571,1
53.16,11,0,3,34,1010.6,91.0,91.0,2.6,26.8,57.0,0.0,45.22,76.09527131428571,1
42.43,11,20,3,35,1010.6,91.0,91.0,2.6,26.8,57.0,0.0,53.16,76.09527131428571,1
118.7,11,40,3,36,1010.6,91.0,91.0,2.6,26.8,57.0,0.0,42.43,76.09527131428571,1
53.33,12,0,3,37,1011.7,91.0,91.0,3.6,24.4,72.0,0.0,118.7,70.35120876116504,1
65.52,12,20,3,38,1011.7,91.0,91.0,3.6,24.4,72.0,0.0,53.33,70.35120876116504,1
49.95,12,40,3,39,1011.7,91.0,91.0,3.6,24.4,72.0,0.0,65.52,70.35120876116504,1
77.38,13,0,3,40,1011.7,91.0,91.0,3.6,24.4,72.0,0.0,49.95,70.35120876116504,1
54.16,13,20,3,41,1011.7,91.0,91.0,3.6,24.4,72.0,0.0,77.38,70.35120876116504,1
59.62,13,40,3,42,1011.7,91.0,91.0,3.6,24.4,72.0,0.0,54.16,70.35120876116504,1
49.73,14,0,3,43,1011.7,91.0,91.0,3.6,24.4,72.0,0.0,59.62,70.35120876116504,1
68.34,14,20,3,44,1011.7,91.0,91.0,3.6,24.4,72.0,0.0,49.73,70.35120876116504,1
72.29,14,40,3,45,1011.7,91.0,91.0,3.6,24.4,72.0,0.0,68.34,70.35120876116504,1
53.91,15,0,3,46,1012.0,86.0,86.0,2.7,23.1,80.0,0.0,72.29,71.73643930593606,1
69.15,15,20,3,47,1012.0,86.0,86.0,2.7,23.1,80.0,0.0,53.91,71.73643930593606,1
82.56,15,40,3,48,1012.0,86.0,86.0,2.7,23.1,80.0,0.0,69.15,71.73643930593606,1
50.47,16,0,3,49,1012.0,86.0,86.0,2.7,23.1,80.0,0.0,82.56,71.73643930593606,1
80.98,16,20,3,50,1012.0,86.0,86.0,2.7,23.1,80.0,0.0,50.47,71.73643930593606,1
100.72,16,40,3,51,1012.0,86.0,86.0,2.7,23.1,80.0,0.0,80.98,71.73643930593606,1
60.87,17,0,3,52,1012.0,86.0,86.0,2.7,23.1,80.0,0.0,100.72,71.73643930593606,1
74.19,17,20,3,53,1012.0,86.0,86.0,2.7,23.1,80.0,0.0,60.87,71.73643930593606,1
47.05,17,40,3,54,1012.0,86.0,86.0,2.7,23.1,80.0,0.0,74.19,71.73643930593606,1
89.46,18,0,3,55,1011.6,33.0,33.0,1.1,21.9,84.0,0.0,47.05,75.02069216277057,1
61.37,18,20,3,56,1011.6,33.0,33.0,1.1,21.9,84.0,0.0,89.46,75.02069216277057,1
73.63,18,40,3,57,1011.6,33.0,33.0,1.1,21.9,84.0,0.0,61.37,75.02069216277057,1
64.92,19,0,3,58,1011.6,33.0,33.0,1.1,21.9,84.0,0.0,73.63,75.02069216277057,1
59.81,19,20,3,59,1011.6,33.0,33.0,1.1,21.9,84.0,0.0,64.92,75.02069216277057,1
51.03,19,40,3,60,1011.6,33.0,33.0,1.1,21.9,84.0,0.0,59.81,75.02069216277057,1
40.87,20,0,3,61,1011.6,33.0,33.0,1.1,21.9,84.0,0.0,51.03,75.02069216277057,1
61.92,20,20,3,62,1011.6,33.0,33.0,1.1,21.9,84.0,0.0,40.87,75.02069216277057,1
75.56,20,40,3,63,1011.6,33.0,33.0,1.1,21.9,84.0,0.0,61.92,75.02069216277057,1
69.17,21,0,3,64,1011.3,324.0,324.0,1.7,20.5,92.0,0.0,75.56,71.28834824489796,1
50.04,21,20,3,65,1011.3,324.0,324.0,1.7,20.5,92.0,0.0,69.17,71.28834824489796,1
41.26,21,40,3,66,1011.3,324.0,324.0,1.7,20.5,92.0,0.0,50.04,71.28834824489796,1
49.91,22,0,3,67,1011.3,324.0,324.0,1.7,20.5,92.0,0.0,41.26,71.28834824489796,1
67.69,22,20,3,68,1011.3,324.0,324.0,1.7,20.5,92.0,0.0,49.91,71.28834824489796,1
37.71,22,40,3,69,1011.3,324.0,324.0,1.7,20.5,92.0,0.0,67.69,71.28834824489796,1
71.45,23,0,3,70,1011.3,324.0,324.0,1.7,20.5,92.0,0.0,37.71,71.28834824489796,1
41.41,23,20,3,71,1011.3,324.0,324.0,1.7,20.5,92.0,0.0,71.45,71.28834824489796,1
39.83,23,40,3,72,1011.3,324.0,324.0,1.7,20.5,92.0,0.0,41.41,71.28834824489796,1
68.44,0,0,4,1,1011.8,335.0,335.0,0.7,22.7,84.0,0.0,39.83,77.8450924412556,1
58.0,0,20,4,2,1011.8,335.0,335.0,0.7,22.7,84.0,0.0,68.44,77.8450924412556,1
54.69,1,0,4,4,1011.8,335.0,335.0,0.7,22.7,84.0,0.0,71.72,77.8450924412556,1
49.18,1,40,4,6,1011.8,335.0,335.0,0.7,22.7,84.0,0.0,54.68,77.8450924412556,1
47.88,2,0,4,7,1011.8,335.0,335.0,0.7,22.7,84.0,0.0,49.18,77.8450924412556,1
39.02,2,20,4,8,1011.8,335.0,335.0,0.7,22.7,84.0,0.0,47.88,77.8450924412556,1
46.82,2,40,4,9,1011.8,335.0,335.0,0.7,22.7,84.0,0.0,39.02,77.8450924412556,1
41.14,3,0,4,10,1010.9,222.0,222.0,1.7,26.4,68.0,0.0,46.82,79.6929279311828,1
50.81,3,20,4,11,1010.9,222.0,222.0,1.7,26.4,68.0,0.0,41.14,79.6929279311828,1
49.42,3,40,4,12,1010.9,222.0,222.0,1.7,26.4,68.0,0.0,50.81,79.6929279311828,1
51.77,4,0,4,13,1010.9,222.0,222.0,1.7,26.4,68.0,0.0,49.42,79.6929279311828,1
24.31,4,20,4,14,1010.9,222.0,222.0,1.7,26.4,68.0,0.0,51.77,79.6929279311828,1
53.56,4,40,4,15,1010.9,222.0,222.0,1.7,26.4,68.0,0.0,24.31,79.6929279311828,1
46.68,5,0,4,16,1010.9,222.0,222.0,1.7,26.4,68.0,0.0,53.56,79.6929279311828,1
41.64,5,20,4,17,1010.9,222.0,222.0,1.7,26.4,68.0,0.0,46.68,79.6929279311828,1
53.61,5,40,4,18,1010.9,222.0,222.0,1.7,26.4,68.0,0.0,41.64,79.6929279311828,1
59.24,6,0,4,19,1008.4,90.0,90.0,2.5,29.5,53.0,0.0,53.61,80.84435567741937,1
45.0,6,20,4,20,1008.4,90.0,90.0,2.5,29.5,53.0,0.0,59.24,80.84435567741937,1
51.25,6,40,4,21,1008.4,90.0,90.0,2.5,29.5,53.0,0.0,45.0,80.84435567741937,1
68.83,7,0,4,22,1008.4,90.0,90.0,2.5,29.5,53.0,0.0,51.25,80.84435567741937,1
82.8,7,20,4,23,1008.4,90.0,90.0,2.5,29.5,53.0,0.0,68.83,80.84435567741937,1
71.67,7,40,4,24,1008.4,90.0,90.0,2.5,29.5,53.0,0.0,82.8,80.84435567741937,1
69.99,8,0,4,25,1008.4,90.0,90.0,2.5,29.5,53.0,0.0,71.67,80.84435567741937,1
63.91,8,20,4,26,1008.4,90.0,90.0,2.5,29.5,53.0,0.0,69.99,80.84435567741937,1
86.29,8,40,4,27,1008.4,90.0,90.0,2.5,29.5,53.0,0.0,63.91,80.84435567741937,1
73.52,9,0,4,28,1008.2,96.0,96.0,4.5,27.2,61.0,0.0,86.29,71.2951962786517,1
76.72,9,20,4,29,1008.2,96.0,96.0,4.5,27.2,61.0,0.0,73.52,71.2951962786517,1
81.83,9,40,4,30,1008.2,96.0,96.0,4.5,27.2,61.0,0.0,76.72,71.2951962786517,1
62.98,10,0,4,31,1008.2,96.0,96.0,4.5,27.2,61.0,0.0,81.83,71.2951962786517,1
53.4,10,20,4,32,1008.2,96.0,96.0,4.5,27.2,61.0,0.0,62.98,71.2951962786517,1
65.87,10,40,4,33,1008.2,96.0,96.0,4.5,27.2,61.0,0.0,53.4,71.2951962786517,1
59.0,11,0,4,34,1008.2,96.0,96.0,4.5,27.2,61.0,0.0,65.87,71.2951962786517,1
64.38,11,20,4,35,1008.2,96.0,96.0,4.5,27.2,61.0,0.0,59.0,71.2951962786517,1
61.8,11,40,4,36,1008.2,96.0,96.0,4.5,27.2,61.0,0.0,64.38,71.2951962786517,1
78.26,12,0,4,37,1009.5,80.0,80.0,2.5,24.3,77.0,0.0,61.8,74.30557092367151,1
56.3,12,20,4,38,1009.5,80.0,80.0,2.5,24.3,77.0,0.0,78.26,74.30557092367151,1
55.41,12,40,4,39,1009.5,80.0,80.0,2.5,24.3,77.0,0.0,56.3,74.30557092367151,1
76.57,13,0,4,40,1009.5,80.0,80.0,2.5,24.3,77.0,0.0,55.41,74.30557092367151,1
56.53,13,20,4,41,1009.5,80.0,80.0,2.5,24.3,77.0,0.0,76.57,74.30557092367151,1
60.06,13,40,4,42,1009.5,80.0,80.0,2.5,24.3,77.0,0.0,56.53,74.30557092367151,1
65.0,14,0,4,43,1009.5,80.0,80.0,2.5,24.3,77.0,0.0,60.06,74.30557092367151,1
58.81,14,20,4,44,1009.5,80.0,80.0,2.5,24.3,77.0,0.0,65.0,74.30557092367151,1
88.91,14,40,4,45,1009.5,80.0,80.0,2.5,24.3,77.0,0.0,58.81,74.30557092367151,1
82.17,15,0,4,46,1009.7,82.0,82.0,2.0,23.4,79.0,0.0,88.91,74.43045745185185,1
64.42,15,20,4,47,1009.7,82.0,82.0,2.0,23.4,79.0,0.0,82.17,74.43045745185185,1
75.0,15,40,4,48,1009.7,82.0,82.0,2.0,23.4,79.0,0.0,64.42,74.43045745185185,1
68.95,16,0,4,49,1009.7,82.0,82.0,2.0,23.4,79.0,0.0,75.0,74.43045745185185,1
104.17,16,20,4,50,1009.7,82.0,82.0,2.0,23.4,79.0,0.0,68.95,74.43045745185185,1
